f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,label,source_path
0.0,0.0,-0.03472733,-0.27040747,-0.15962298,-0.5772485,-0.21473642,-0.8023826,-0.16425288,-0.98641825,-0.30588508,-0.5789807,-0.57505,-0.50284296,-0.510728,-0.42470768,-0.4211682,-0.43371323,-0.34143385,-0.3968565,-0.5774029,-0.30501065,-0.48419383,-0.25723392,-0.3883749,-0.2658995,-0.36346367,-0.19210413,-0.5334835,-0.13898472,-0.44542414,-0.110249855,-0.35974684,-0.12673813,-0.37083292,-0.009430775,-0.48546568,-0.0018132583,-0.40055606,0.017527858,-0.32481316,0.013811732,like,data\own\images\like\like_0083.jpg
0.0,0.0,-0.03506032,-0.30318967,-0.16729967,-0.5842496,-0.24037245,-0.8080829,-0.19827925,-0.9801455,-0.32812715,-0.57473654,-0.58518636,-0.5342904,-0.6111487,-0.4594074,-0.6124623,-0.45122266,-0.37104222,-0.40864378,-0.5862645,-0.3296043,-0.53072304,-0.26917538,-0.46321207,-0.25306952,-0.3945198,-0.21643746,-0.5221536,-0.16806646,-0.4447379,-0.14200734,-0.3663566,-0.14365548,-0.40093425,-0.05547407,-0.4706717,-0.04790967,-0.39645386,-0.020449039,-0.3347875,-0.020216057,like,data\own\images\like\like_0084.jpg
0.0,0.0,-0.044236545,-0.27763566,-0.19794787,-0.56837636,-0.27879253,-0.7894882,-0.23971334,-0.97084373,-0.34404173,-0.54250544,-0.6205304,-0.47984993,-0.69940543,-0.43013832,-0.7473383,-0.43284947,-0.37028703,-0.35557234,-0.5983041,-0.25394973,-0.52288914,-0.22148505,-0.43431428,-0.2336636,-0.3776722,-0.15462019,-0.5543016,-0.10306901,-0.47358274,-0.08849337,-0.38922766,-0.10580372,-0.37634638,0.013844295,-0.4990163,0.014148068,-0.41639304,0.027857533,-0.33702686,0.023596404,like,data\own\images\like\like_0085.jpg
0.0,0.0,-0.049087882,-0.2709274,-0.19737795,-0.5720458,-0.25949576,-0.80260634,-0.19468641,-0.98086554,-0.2690842,-0.52865446,-0.5899283,-0.46096918,-0.5365282,-0.3985988,-0.448546,-0.41490424,-0.28710914,-0.33833408,-0.591043,-0.2831113,-0.5096064,-0.26192906,-0.42735755,-0.27615938,-0.30502215,-0.1374974,-0.5528763,-0.13268594,-0.4725289,-0.1261966,-0.3904719,-0.13575459,-0.30526462,0.030726297,-0.49382746,0.0035230466,-0.42802593,0.01116332,-0.3586263,0.015242275,like,data\own\images\like\like_0086.jpg
0.0,0.0,-0.086377434,-0.31811857,-0.20634013,-0.57909983,-0.24502672,-0.78465205,-0.19819511,-0.98016256,-0.2349617,-0.53391427,-0.5476367,-0.46218082,-0.5501971,-0.38475677,-0.4893559,-0.38151193,-0.22911102,-0.32865313,-0.55241466,-0.29371104,-0.5374581,-0.2535551,-0.49218342,-0.2464566,-0.2436524,-0.11148053,-0.52870196,-0.105979964,-0.49442142,-0.07351394,-0.42660254,-0.058922943,-0.2580158,0.07074567,-0.46988347,0.06541607,-0.4426417,0.062429044,-0.38430113,0.072865285,like,data\own\images\like\like_0087.jpg
0.0,0.0,-0.1912191,-0.19841228,-0.32996598,-0.47275585,-0.24936207,-0.72392416,-0.0717386,-0.74249166,-0.19312406,-0.79542094,-0.19835906,-0.9801295,-0.2061594,-0.7010485,-0.17965235,-0.64751667,-0.03960953,-0.7851119,-0.035771836,-0.93977034,-0.06640814,-0.6261937,-0.048587713,-0.6279678,0.104441434,-0.7402235,0.11686172,-0.868696,0.06097768,-0.58812505,0.0663506,-0.57438946,0.24349427,-0.66453093,0.24150439,-0.76512504,0.19576779,-0.5839257,0.19586855,-0.5568637,no_gesture,data\own\images\no_gesture\no_gesture_0001.jpg
0.0,0.0,-0.19650343,-0.16867986,-0.3413179,-0.43961388,-0.27127528,-0.6994033,-0.09588409,-0.75114655,-0.21724002,-0.78045964,-0.22452775,-0.97446775,-0.22563054,-0.6852193,-0.20093079,-0.6018582,-0.059668183,-0.76782846,-0.071336925,-0.92431194,-0.08466377,-0.6069056,-0.06558677,-0.5839924,0.085852906,-0.73108083,0.083652146,-0.8719091,0.041097194,-0.5825755,0.049573716,-0.5424521,0.22576652,-0.6643699,0.21005613,-0.78819704,0.17579722,-0.59885687,0.18287547,-0.5489539,no_gesture,data\own\images\no_gesture\no_gesture_0002.jpg
0.0,0.0,-0.24510585,-0.124248475,-0.4010337,-0.3691522,-0.35179842,-0.6555313,-0.18967225,-0.8124226,-0.30467308,-0.72768265,-0.32521585,-0.9235596,-0.32280803,-0.9464644,-0.34246892,-0.8873214,-0.11731439,-0.7740364,-0.09904416,-0.97229916,-0.115506805,-0.779483,-0.14015624,-0.6942818,0.05729848,-0.7450461,0.10395896,-0.87491333,0.06998225,-0.63271254,0.04546541,-0.5590341,0.23274833,-0.6554774,0.27120376,-0.7689179,0.24021524,-0.594094,0.21159773,-0.531762,no_gesture,data\own\images\no_gesture\no_gesture_0004.jpg
0.0,0.0,-0.21095915,-0.19995782,-0.3539717,-0.47757778,-0.2755808,-0.72881514,-0.10098387,-0.7678118,-0.20979145,-0.8097961,-0.19728103,-0.980347,-0.1918922,-0.698779,-0.1870298,-0.6519762,-0.0654356,-0.7918401,-0.043657932,-0.9515548,-0.057472073,-0.6237929,-0.06634257,-0.62665874,0.07865124,-0.7452181,0.10291441,-0.88307947,0.06427594,-0.5895992,0.04905233,-0.5777396,0.22562827,-0.66995883,0.24319418,-0.79134685,0.20761351,-0.5949215,0.19802147,-0.5683373,no_gesture,data\own\images\no_gesture\no_gesture_0008.jpg
0.0,0.0,-0.2004442,-0.19927882,-0.3471456,-0.45948803,-0.27704218,-0.7066232,-0.10958463,-0.76531434,-0.214576,-0.8113831,-0.20284104,-0.97921157,-0.21133007,-0.6952809,-0.2057087,-0.64436406,-0.06705774,-0.78989106,-0.04521054,-0.94519436,-0.07341503,-0.61842126,-0.07945996,-0.62075377,0.076382235,-0.74337184,0.10237498,-0.8820692,0.051680636,-0.5853102,0.03950515,-0.56754446,0.2192432,-0.6640182,0.2345811,-0.80251217,0.19505426,-0.6028029,0.18773186,-0.56248,no_gesture,data\own\images\no_gesture\no_gesture_0010.jpg
0.0,0.0,-0.20542109,-0.18923728,-0.35278428,-0.46948886,-0.27548137,-0.7304057,-0.10044576,-0.7748691,-0.2143128,-0.7975221,-0.19607754,-0.9805883,-0.20726901,-0.6969284,-0.19852541,-0.6504819,-0.07040088,-0.7781906,-0.046001513,-0.9489151,-0.07574611,-0.6185247,-0.07295988,-0.62399215,0.075448744,-0.7353087,0.10094466,-0.88547695,0.049268775,-0.5919785,0.044451755,-0.5789337,0.22270104,-0.6698887,0.23484124,-0.8003181,0.19434968,-0.6079013,0.1922507,-0.5747433,no_gesture,data\own\images\no_gesture\no_gesture_0011.jpg
0.0,0.0,-0.24553494,-0.1528248,-0.42179513,-0.43635502,-0.3933624,-0.7327433,-0.25142443,-0.86626124,-0.2548948,-0.80837053,-0.26831567,-0.96333104,-0.26464286,-0.68872464,-0.24331194,-0.6508097,-0.0892545,-0.8235512,-0.09489317,-0.9446857,-0.11609605,-0.6038721,-0.098827995,-0.6224672,0.07014881,-0.79975224,0.05617602,-0.8926567,0.017186172,-0.57507926,0.033325355,-0.5801881,0.22298473,-0.73505,0.20134763,-0.80747545,0.16566229,-0.5920608,0.17958272,-0.57782423,no_gesture,data\own\images\no_gesture\no_gesture_0012.jpg
0.0,0.0,-0.21156803,-0.15937495,-0.39099264,-0.4326906,-0.35438254,-0.7012262,-0.18296026,-0.7732352,-0.24567701,-0.80276006,-0.26211396,-0.9650369,-0.2652471,-0.67155707,-0.23910375,-0.6234786,-0.09585106,-0.799391,-0.110936664,-0.93044347,-0.12506929,-0.59764713,-0.10664008,-0.60558426,0.05452078,-0.7718523,0.044083178,-0.88529366,0.005301878,-0.5770015,0.014907354,-0.5650527,0.20133807,-0.7152456,0.17934118,-0.82173485,0.14395636,-0.61202943,0.1533959,-0.57523006,no_gesture,data\own\images\no_gesture\no_gesture_0013.jpg
0.0,0.0,-0.23412055,-0.18065934,-0.4260028,-0.46271512,-0.3849285,-0.72738606,-0.20364432,-0.80360746,-0.29190665,-0.80163777,-0.31016463,-0.9506829,-0.29937035,-0.6816029,-0.27017885,-0.6433577,-0.13596228,-0.8001984,-0.15237668,-0.9447129,-0.15243806,-0.6402242,-0.13874744,-0.6389596,0.019312516,-0.77786833,-0.003234744,-0.8954756,-0.022084352,-0.6043704,-0.0070630605,-0.5962184,0.17906347,-0.7250244,0.14509639,-0.8567357,0.11784301,-0.6541693,0.13170218,-0.61172116,no_gesture,data\own\images\no_gesture\no_gesture_0014.jpg
0.0,0.0,-0.22822312,-0.17816041,-0.4229911,-0.43930256,-0.39404795,-0.70204395,-0.20653169,-0.77492756,-0.2945844,-0.7792044,-0.33470082,-0.9423244,-0.30734003,-0.66548914,-0.26789147,-0.61830527,-0.13903685,-0.77089065,-0.17070097,-0.9262414,-0.1539932,-0.6181347,-0.12984024,-0.61282796,0.014492058,-0.74860275,-0.01578911,-0.8794886,-0.025785053,-0.59136736,-0.002530042,-0.57876986,0.17339931,-0.70166266,0.13614024,-0.8337092,0.11386986,-0.6361179,0.13028511,-0.59741634,no_gesture,data\own\images\no_gesture\no_gesture_0015.jpg
0.0,0.0,-0.22987133,-0.1708797,-0.42191103,-0.44144478,-0.39564976,-0.69440216,-0.22465673,-0.7574095,-0.29153645,-0.7858779,-0.33918798,-0.9407186,-0.31930947,-0.66682994,-0.28296533,-0.6406321,-0.14092919,-0.7814016,-0.18569729,-0.9250749,-0.17010938,-0.6118836,-0.13831455,-0.6277612,0.011391051,-0.75888926,-0.02775372,-0.88379514,-0.038803983,-0.5888536,-0.008267937,-0.58427703,0.17428724,-0.7102784,0.1307287,-0.8295713,0.10521448,-0.63113326,0.12855615,-0.6065475,no_gesture,data\own\images\no_gesture\no_gesture_0016.jpg
0.0,0.0,-0.25429657,-0.14327987,-0.4509626,-0.42618847,-0.43232968,-0.72042227,-0.2585099,-0.8189475,-0.27470303,-0.7857918,-0.32611874,-0.94532883,-0.30714455,-0.6626334,-0.25869292,-0.63349986,-0.116532095,-0.80398774,-0.15550484,-0.9369067,-0.14864355,-0.596101,-0.107136175,-0.61654353,0.03974552,-0.79070014,0.0007373806,-0.9102892,-0.01811768,-0.5981015,0.014498092,-0.60062367,0.2026441,-0.74484307,0.16551512,-0.8691928,0.13251084,-0.6519427,0.14928995,-0.6249575,no_gesture,data\own\images\no_gesture\no_gesture_0017.jpg
0.0,0.0,-0.19757865,-0.20623733,-0.31156844,-0.50325817,-0.19080095,-0.724446,-0.0049996455,-0.75661796,-0.13418686,-0.8222876,-0.088957675,-0.99603546,-0.12385303,-0.7084549,-0.12498004,-0.65163666,0.01770212,-0.7714416,0.06546673,-0.92003703,0.010428201,-0.5975453,0.0035591752,-0.6078626,0.16772734,-0.70464045,0.22362222,-0.85330105,0.1415232,-0.560039,0.11797228,-0.5425107,0.3077307,-0.61952144,0.3506011,-0.75120664,0.29011744,-0.5546632,0.27031174,-0.51279956,no_gesture,data\own\images\no_gesture\no_gesture_0021.jpg
0.0,0.0,-0.18865345,-0.22632495,-0.28933814,-0.53623503,-0.20168892,-0.7885005,-0.04099362,-0.8746376,-0.10298816,-0.8092669,-0.06992632,-0.9975521,-0.117747106,-0.72377723,-0.11719596,-0.6646187,0.043421254,-0.7635543,0.07176461,-0.92869747,0.00062496634,-0.60488915,0.00847963,-0.60143924,0.18691082,-0.703413,0.21613856,-0.86472887,0.1230021,-0.56975764,0.11899106,-0.54354787,0.3178042,-0.6250657,0.33727196,-0.77689403,0.27143234,-0.57539403,0.26616916,-0.5133251,no_gesture,data\own\images\no_gesture\no_gesture_0022.jpg
0.0,0.0,-0.16447881,-0.24325828,-0.24840136,-0.57412905,-0.1566848,-0.80405056,0.0037563834,-0.81412643,-0.025963537,-0.8059732,0.0022069474,-0.99999756,-0.07788362,-0.73862624,-0.061797343,-0.6639392,0.10943484,-0.7345864,0.12088777,-0.90234464,0.030034885,-0.60126394,0.06063055,-0.5718752,0.24259551,-0.6540831,0.25506994,-0.8262,0.14510399,-0.5522785,0.16102563,-0.49979675,0.37250024,-0.5534947,0.37931418,-0.7345574,0.2883696,-0.5547661,0.28771135,-0.47527552,no_gesture,data\own\images\no_gesture\no_gesture_0023.jpg
0.0,0.0,-0.12513818,-0.296791,-0.1879594,-0.6196039,-0.15528768,-0.81686383,-0.043818116,-0.8298556,0.12984039,-0.83470833,0.023945067,-0.99971324,-0.060499173,-0.77177316,-0.011954257,-0.6564127,0.23193873,-0.7594925,0.109386794,-0.91266364,0.012349145,-0.6506615,0.07750378,-0.55561775,0.32818964,-0.66162634,0.20159858,-0.8201221,0.0864667,-0.57613415,0.14623067,-0.4697099,0.41171932,-0.5175787,0.30493376,-0.70137554,0.19191168,-0.54511523,0.21720438,-0.4431665,no_gesture,data\own\images\no_gesture\no_gesture_0024.jpg
0.0,0.0,-0.13086809,-0.32508707,-0.16502532,-0.57185435,-0.19246864,-0.76646984,-0.18084083,-0.91929805,0.30440143,-0.7272226,0.07831991,-0.96023005,-0.11183547,-0.9415164,-0.18844189,-0.92264295,0.35024244,-0.71051276,0.07065163,-0.997501,-0.116005704,-0.90230364,-0.15837428,-0.8199195,0.34915096,-0.6828553,0.06480636,-0.9667109,-0.09664408,-0.8096118,-0.10238705,-0.6747942,0.31027785,-0.63355136,0.08906729,-0.8657957,-0.024983488,-0.7758115,-0.026555736,-0.6538182,no_gesture,data\own\images\no_gesture\no_gesture_0025.jpg
0.0,0.0,-0.13851322,-0.3424942,-0.14717574,-0.5821206,-0.16541664,-0.7098251,-0.16191755,-0.7318285,0.2592234,-0.8210141,-0.025540475,-0.9969678,-0.13261773,-0.8257383,-0.11986031,-0.696879,0.28084248,-0.80189747,-0.074654534,-0.9972094,-0.15215702,-0.79287577,-0.11425568,-0.66272426,0.2511362,-0.7642971,-0.0948656,-0.9363291,-0.15321624,-0.74314654,-0.10919145,-0.63416046,0.18517669,-0.7078704,-0.09470093,-0.84309983,-0.14924309,-0.7130641,-0.112557255,-0.61687917,no_gesture,data\own\images\no_gesture\no_gesture_0026.jpg
0.0,0.0,-0.12530543,-0.2943773,-0.13632868,-0.5207459,-0.16099793,-0.66903704,-0.17012732,-0.756791,0.22207445,-0.7460038,0.011832106,-0.9944077,-0.107088245,-0.8547621,-0.12692842,-0.7018694,0.22205628,-0.7470945,-0.039157335,-0.99923307,-0.14257,-0.83828485,-0.13442136,-0.69647354,0.18370605,-0.728665,-0.068182446,-0.94888747,-0.15648352,-0.7865449,-0.14013742,-0.6462228,0.11941339,-0.6915525,-0.08372432,-0.84889364,-0.16010892,-0.7382165,-0.15724999,-0.61959535,no_gesture,data\own\images\no_gesture\no_gesture_0028.jpg
0.0,0.0,0.102870375,-0.28613812,0.07636477,-0.5512804,-0.08466346,-0.7298054,-0.28247786,-0.760881,0.19869716,-0.8464951,-0.26531562,-0.9641616,-0.35686055,-0.7238869,-0.30316466,-0.56386393,0.14970925,-0.80569494,-0.36988258,-0.91142076,-0.41521767,-0.67825764,-0.35855108,-0.5386671,0.05523158,-0.7326353,-0.42733106,-0.82160467,-0.4498557,-0.5566204,-0.37704465,-0.41899163,-0.05246075,-0.6247177,-0.4315842,-0.67522067,-0.4760682,-0.46282518,-0.43201894,-0.34286925,no_gesture,data\own\images\no_gesture\no_gesture_0029.jpg
0.0,0.0,0.08003039,-0.31555456,0.038059324,-0.63089484,-0.120784186,-0.77448034,-0.31898403,-0.7566128,0.1976594,-0.8584937,-0.21044038,-0.9776067,-0.34501332,-0.86403084,-0.35689372,-0.79680663,0.121344015,-0.82223016,-0.3265626,-0.9016872,-0.43912646,-0.7562291,-0.43731144,-0.65188485,0.006593469,-0.73576516,-0.40289882,-0.816411,-0.48938677,-0.6481891,-0.4711945,-0.5407152,-0.108668104,-0.61387426,-0.45555115,-0.6599865,-0.5305268,-0.5205713,-0.5105914,-0.44007412,no_gesture,data\own\images\no_gesture\no_gesture_0030.jpg
0.0,0.0,-0.17751394,-0.25032893,-0.22419916,-0.47796705,-0.28577507,-0.6592187,-0.31351325,-0.78547454,0.18634687,-0.8237984,-0.12932423,-0.98742735,-0.23346509,-0.8409596,-0.22899462,-0.7024425,0.188921,-0.8277077,-0.15865119,-0.98733467,-0.23563811,-0.78981656,-0.22509703,-0.64277065,0.14502013,-0.79988235,-0.19003306,-0.9224166,-0.24069667,-0.70364624,-0.21148102,-0.56763685,0.0740978,-0.73982954,-0.19261578,-0.8032607,-0.25446963,-0.63478696,-0.24712694,-0.5175455,no_gesture,data\own\images\no_gesture\no_gesture_0032.jpg
0.0,0.0,-0.13972653,-0.29569575,-0.17426981,-0.51034296,-0.21772775,-0.67399335,-0.22467183,-0.79623646,0.23295455,-0.79211605,-0.025005503,-0.9947702,-0.16002645,-0.8652777,-0.18555051,-0.75929844,0.25646678,-0.79382825,-0.064988405,-0.997886,-0.1746975,-0.81485033,-0.1722448,-0.69353044,0.23540594,-0.77507734,-0.084896676,-0.93688893,-0.16487998,-0.72961265,-0.13607699,-0.6013756,0.18626314,-0.73501253,-0.06935785,-0.8499833,-0.13721189,-0.7041666,-0.10722476,-0.59378594,no_gesture,data\own\images\no_gesture\no_gesture_0033.jpg
0.0,0.0,-0.14687268,-0.27800286,-0.19072914,-0.5153577,-0.23041166,-0.7041629,-0.20636922,-0.84169,0.23834886,-0.7377747,0.0039631934,-0.97930443,-0.1426536,-0.8689436,-0.17845179,-0.7727974,0.27985495,-0.736154,-0.001424363,-0.9999989,-0.12865923,-0.8187035,-0.11808362,-0.6979776,0.27972558,-0.7178186,0.0019203641,-0.96539617,-0.101661645,-0.7633227,-0.07345888,-0.63389564,0.24665457,-0.6777369,0.018010251,-0.86463535,-0.052433334,-0.7186193,-0.019492323,-0.59138936,no_gesture,data\own\images\no_gesture\no_gesture_0034.jpg
0.0,0.0,-0.15787686,-0.3102181,-0.19572814,-0.58471745,-0.20845753,-0.7635273,-0.16248207,-0.86830294,0.20849103,-0.79522955,-0.017851098,-0.9998406,-0.120219536,-0.79683393,-0.086298905,-0.6667282,0.27665678,-0.77404654,-0.011069836,-0.95512265,-0.09165353,-0.71681297,-0.013076454,-0.601659,0.30135334,-0.72588474,0.015333233,-0.87751645,-0.059519067,-0.64196,0.015294737,-0.51748115,0.29854256,-0.6453734,0.07876497,-0.7744614,0.008549174,-0.6186455,0.0551162,-0.50757855,no_gesture,data\own\images\no_gesture\no_gesture_0035.jpg
0.0,0.0,-0.150847,-0.3302557,-0.1809671,-0.5940104,-0.19054942,-0.7610925,-0.14901459,-0.8536317,0.23299931,-0.82154554,-0.017224189,-0.9998517,-0.106313184,-0.79685783,-0.057725612,-0.6811051,0.30246308,-0.78633213,-0.018340964,-0.9429453,-0.08947442,-0.7070407,-0.006962585,-0.6065524,0.31325975,-0.7202663,0.0034982057,-0.8450096,-0.06455918,-0.62079173,0.010878151,-0.5174775,0.290842,-0.6246163,0.057709392,-0.7257761,-0.0014233507,-0.5783224,0.05104873,-0.48950517,no_gesture,data\own\images\no_gesture\no_gesture_0036.jpg
0.0,0.0,-0.08489443,-0.3966122,-0.061775558,-0.62618595,-0.043282494,-0.79174554,-0.016485311,-0.8909621,0.389986,-0.7332093,0.16395976,-0.986467,0.019748783,-0.97126096,-0.046235714,-0.90717405,0.39035493,-0.6879964,0.117344044,-0.9681747,-0.020274956,-0.9140968,-0.084425904,-0.81815284,0.33983734,-0.6452552,0.069234334,-0.9003748,-0.057608657,-0.8305867,-0.10527945,-0.73944426,0.24551804,-0.58402413,0.053356152,-0.7843724,-0.060398247,-0.75926906,-0.12772903,-0.6947669,no_gesture,data\own\images\no_gesture\no_gesture_0037.jpg
0.0,0.0,0.20127293,-0.25964016,0.2908699,-0.5232201,0.252622,-0.7186308,0.14295077,-0.8276329,0.45698163,-0.70451057,0.23766154,-0.9713481,0.13695587,-0.831083,0.15319586,-0.7047551,0.3643687,-0.7287198,0.0926257,-0.9719626,0.03063509,-0.81955254,0.07099293,-0.69731915,0.22331728,-0.72688156,-0.025157224,-0.92906064,-0.07429122,-0.7675993,-0.019736938,-0.6513008,0.07086652,-0.703388,-0.1209712,-0.8192901,-0.15262787,-0.6897693,-0.10263925,-0.6003261,no_gesture,data\own\images\no_gesture\no_gesture_0038.jpg
0.0,0.0,0.21922225,-0.24824885,0.31103015,-0.5158552,0.26879257,-0.70712835,0.14330605,-0.80237633,0.4422979,-0.7025236,0.28295606,-0.95913285,0.20347929,-0.82999563,0.1999819,-0.70889944,0.2997467,-0.74392015,0.12640418,-0.936724,0.06495053,-0.8128363,0.082213916,-0.6946845,0.12935868,-0.74706244,-0.014303901,-0.8927082,-0.057730675,-0.7778228,-0.033877634,-0.67059904,-0.04457686,-0.7367855,-0.13563307,-0.8298884,-0.15612584,-0.7170264,-0.13464229,-0.62884754,no_gesture,data\own\images\no_gesture\no_gesture_0039.jpg
0.0,0.0,0.20147768,-0.2624518,0.2665848,-0.51631135,0.23498103,-0.69139767,0.113337435,-0.7564276,0.33343104,-0.7505612,0.14604065,-0.9892787,0.08046987,-0.8448306,0.08580151,-0.70506465,0.18848072,-0.77184504,0.0010013651,-0.90977937,-0.046970405,-0.7721322,-0.018814975,-0.641805,0.021923449,-0.73720014,-0.12729952,-0.82147765,-0.15013157,-0.692032,-0.118329965,-0.57304287,-0.14401725,-0.68335533,-0.22918373,-0.7236752,-0.23373446,-0.6063126,-0.2055586,-0.5152744,no_gesture,data\own\images\no_gesture\no_gesture_0043.jpg
0.0,0.0,0.20191827,-0.2622446,0.27100664,-0.5250067,0.21687396,-0.70435977,0.08493275,-0.7957432,0.3807382,-0.7181416,0.21341617,-0.97696143,0.1387253,-0.85644776,0.13342763,-0.7384297,0.2339839,-0.75196487,0.05320476,-0.93479544,0.0058687534,-0.816526,0.019672725,-0.6986069,0.062113594,-0.740331,-0.085047856,-0.8732369,-0.110955425,-0.7610033,-0.086460225,-0.6497242,-0.11053183,-0.71178514,-0.20454876,-0.7890073,-0.21533512,-0.68275094,-0.19064738,-0.59411293,no_gesture,data\own\images\no_gesture\no_gesture_0044.jpg
0.0,0.0,-0.112204686,-0.27839398,-0.17440327,-0.5978514,-0.13616902,-0.78978765,-0.0116423145,-0.7880028,0.1393002,-0.8321034,0.06293301,-0.9980178,-0.036353193,-0.7703228,-0.0104941055,-0.6732663,0.25359148,-0.7438561,0.1515234,-0.8781041,0.03508108,-0.6045499,0.09152346,-0.5374142,0.3450094,-0.6256024,0.23267978,-0.7243817,0.104700714,-0.4938572,0.16393669,-0.42987397,0.41770092,-0.469319,0.32324043,-0.572974,0.21788011,-0.4373382,0.252601,-0.38692036,no_gesture,data\own\images\no_gesture\no_gesture_0049.jpg
0.0,0.0,-0.13275088,-0.18642527,-0.23196758,-0.4468696,-0.19948207,-0.67276114,-0.03583664,-0.7306395,-0.052882012,-0.7700116,0.003314866,-0.9999945,-0.059835684,-0.8023512,-0.06516713,-0.6811395,0.085733674,-0.71630955,0.15880723,-0.9845477,0.060186837,-0.73063666,0.049983043,-0.63624126,0.207876,-0.62942165,0.28115445,-0.83970857,0.17605117,-0.6326697,0.15954973,-0.53330797,0.33337647,-0.49172273,0.38158235,-0.64819384,0.3014531,-0.53501004,0.27893862,-0.46518955,no_gesture,data\own\images\no_gesture\no_gesture_0050.jpg
0.0,0.0,-0.12903933,-0.21124572,-0.18762766,-0.5520442,-0.1198109,-0.83012646,0.035622876,-0.92986363,0.026443316,-0.83564323,0.083802715,-0.9964824,-0.002715943,-0.775856,-0.013644134,-0.70858747,0.15757596,-0.7495626,0.21323824,-0.8694702,0.072786406,-0.61272573,0.07683285,-0.6356079,0.27131027,-0.6232534,0.313009,-0.69128495,0.17689772,-0.4797658,0.1796587,-0.5040838,0.37004885,-0.4774154,0.37951463,-0.5134959,0.28535977,-0.38071764,0.28896874,-0.3881469,no_gesture,data\own\images\no_gesture\no_gesture_0054.jpg
0.0,0.0,-0.13824283,-0.19378981,-0.18196611,-0.5612756,-0.0796371,-0.8425879,0.09727548,-0.89851105,0.024333585,-0.83093584,0.09756168,-0.9952295,0.003174076,-0.7581062,-0.00637203,-0.70345014,0.16212301,-0.7305836,0.2364341,-0.8494885,0.083003104,-0.57698685,0.0850995,-0.6075178,0.2725924,-0.5945916,0.33430526,-0.65178084,0.18326235,-0.43504703,0.18103418,-0.46323907,0.37848473,-0.43702257,0.40680286,-0.46984243,0.29651663,-0.33077267,0.2855477,-0.34490353,no_gesture,data\own\images\no_gesture\no_gesture_0055.jpg
0.0,0.0,-0.1328801,-0.2334537,-0.15081185,-0.615455,-0.03004676,-0.9030135,0.15184543,-0.9798712,0.09766061,-0.8329346,0.17210527,-0.9850785,0.06461089,-0.76187885,0.05674898,-0.71165824,0.21913733,-0.7236077,0.29739583,-0.84480053,0.12559918,-0.5921954,0.13100909,-0.6172296,0.31804833,-0.5814148,0.38697696,-0.6482472,0.21910863,-0.4425258,0.22055595,-0.46824142,0.41120225,-0.41459846,0.4523519,-0.45507553,0.32308993,-0.32795987,0.30573553,-0.34251368,no_gesture,data\own\images\no_gesture\no_gesture_0056.jpg
0.0,0.0,0.016954966,-0.36623946,0.23126604,-0.6915469,0.48821408,-0.77452874,0.69816554,-0.7159364,0.53733885,-0.3980256,0.6863795,-0.56647694,0.47560647,-0.48359382,0.41270092,-0.36646977,0.5832028,-0.1731362,0.7555264,-0.34300917,0.50387096,-0.27204698,0.44990334,-0.18978076,0.61663413,0.036407925,0.79081386,-0.15621568,0.55149823,-0.11717458,0.48720995,-0.050231677,0.6553646,0.24275999,0.7752607,0.05190235,0.6295319,0.04324721,0.57209265,0.09747494,no_gesture,data\own\images\no_gesture\no_gesture_0059.jpg
0.0,0.0,0.0078394385,-0.35530907,0.20382497,-0.65953314,0.45115787,-0.7234734,0.6763883,-0.73654515,0.49425656,-0.36546168,0.65038955,-0.5109262,0.42880246,-0.4249962,0.36205825,-0.31715563,0.5483274,-0.13974726,0.7187944,-0.2946194,0.44473416,-0.21738483,0.40157545,-0.12548791,0.5921203,0.065917075,0.75395364,-0.12397012,0.49764997,-0.07536752,0.45200744,0.009450314,0.6331356,0.25927526,0.7293239,0.07846313,0.5703515,0.08875906,0.52765894,0.16025813,no_gesture,data\own\images\no_gesture\no_gesture_0060.jpg
0.0,0.0,-0.04188346,-0.3719451,0.08650908,-0.74434376,0.30745006,-0.903205,0.5031405,-0.8642046,0.5366941,-0.6573694,0.5935557,-0.6983251,0.36656332,-0.5888399,0.33307657,-0.5526471,0.634361,-0.397891,0.6247748,-0.40474477,0.30623138,-0.3302276,0.34589246,-0.33016568,0.66156846,-0.14358991,0.6192364,-0.1483388,0.36196947,-0.1140189,0.3955293,-0.12996207,0.65176296,0.08635706,0.5743673,0.055716056,0.39613146,0.06705597,0.42093337,0.060547486,no_gesture,data\own\images\no_gesture\no_gesture_0063.jpg
0.0,0.0,-0.075329565,-0.31915432,-0.02985825,-0.67945606,0.1335156,-0.90025485,0.31343016,-0.94961125,0.30022252,-0.73676944,0.33750153,-0.91776806,0.18176591,-0.7346331,0.18171683,-0.6412456,0.39935577,-0.5977509,0.4246909,-0.7627453,0.23146412,-0.54204595,0.27199522,-0.48270193,0.48044264,-0.4488799,0.5127213,-0.6170392,0.31598583,-0.44064796,0.33561465,-0.3759418,0.5437539,-0.29018667,0.5576554,-0.43773407,0.42038575,-0.33885425,0.42248058,-0.2768498,no_gesture,data\own\images\no_gesture\no_gesture_0069.jpg
